tableId,bookId,title,pdfPage,printedPage,dice,entryCount,referenceId,canonicalIds,aliasToGroupedReference,referenceAvailable,roll,reroll,rollScope,view,sourceDisclosure,manualReadingChoice,selectRowToResult,manualDieInput,tableTitleSearchRank,tableTitleSearchTop,tableViewCopies,sourceStatus,nonRollableReason,hiddenPlayableRowCount,hiddenPlayableKeys,selectorOmissionCount,selectorKeys,inlineFollowupRows,topLevelDescriptionNotInsideTable,relatedNeedIds,assessment
core.containers,core,Starting Equipment — Container,21,21,d6,5,oracle:core.containers,"[""core.containers""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.containers,1,VERIFIED,,0,[],0,[],0,False,"[""core-equipment-backpack"", ""core-equipment-sack"", ""core-equipment-small-wagon""]",Capacities and player choices are fully present in entry.text; no omission of these mechanics.
core.gearA,core,Starting Equipment — First d12 Table,22,22,d12,12,oracle:core.gearA,"[""core.gearA""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.gearA,1,VERIFIED,,0,[],0,[],0,False,"[""core-equipment-bear-trap"", ""core-equipment-crucifix-silver"", ""core-equipment-lantern-oil"", ""core-equipment-lockpicks"", ""core-equipment-magnesium-strip"", ""core-equipment-medicine-box"", ""core-equipment-metal-file"", ""core-equipment-oil-lamp"", ""core-equipment-poison-red"", ""core-equipment-rope"", ""core-equipment-sharp-needle"", ""core-equipment-torch"", ""core-starting-item-bomb""]","Dice quantities, duration, poison/trap/bomb effects and healing are in entry.text; corresponding metadata is redundant. Scroll follow-through is a separate link/usability issue."
core.gearB,core,Starting Equipment — Second d12 Table,22,22,d12,12,oracle:core.gearB,"[""core.gearB""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.gearB,1,VERIFIED,,0,[],0,[],0,False,"[""core-equipment-crowbar"", ""core-equipment-exquisite-perfume"", ""core-equipment-grappling-hook"", ""core-equipment-heavy-chain"", ""core-equipment-iron-nails"", ""core-equipment-lard"", ""core-equipment-shield"", ""core-equipment-tent"", ""core-equipment-toolbox"", ""core-starting-item-life-elixir"", ""core-starting-item-monkeys"", ""core-starting-item-small-vicious-dog""]","Companion stats, elixir, shield effect and other item mechanics are in entry.text; metadata omission does not erase these effects."
core.weapons,core,Weapons,23,23,d10,10,oracle:core.weapons,"[""core.weapons""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.weapons,1,VERIFIED,,10,"[""ammunition"", ""damage""]",0,[],0,False,"[""core-weapon-bow"", ""core-weapon-crossbow"", ""core-weapon-femur"", ""core-weapon-flail"", ""core-weapon-knife"", ""core-weapon-shortsword"", ""core-weapon-staff"", ""core-weapon-sword"", ""core-weapon-warhammer"", ""core-weapon-zweihander""]","TABLE and generic ROLL show weapon names without printed damage/ammunition. Character generation uses metadata, so generation is not proof of reference completeness."
core.armor,core,Armor,23,23,d4,4,oracle:core.armor,"[""core.armor""]",False,True,True,True,single table,True,True,True,False,False,2,rule:core.armor-shield,1,VERIFIED,,4,"[""agilityDRPenalty"", ""damageReduction"", ""defenseDRPenalty"", ""examples"", ""tier"", ""valueSilver""]",0,[],0,False,"[""core-equipment-heavy-armor"", ""core-equipment-light-armor"", ""core-equipment-medium-armor""]","TABLE and generic ROLL show category names without reductions, prices and penalties. Zero values are mechanically meaningful; full armor rules have a separate quick-reference path."
core.unclean,core,Unclean Scrolls,"[34, 35]",34–35,d10,10,oracle:core.unclean,"[""core.unclean""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.unclean,1,VERIFIED,,10,"[""effect""]",0,[],0,False,"[""core-power-daemon-of-capillaries"", ""core-power-death"", ""core-power-eyelid-blinds-the-mind"", ""core-power-foul-psychompomp"", ""core-power-lucy-fires-levitation"", ""core-power-metzhuotl-blind-your-eye"", ""core-power-nine-violet-signs-unknot-the-storm"", ""core-power-palms-open-the-southern-gate"", ""core-power-te-le-kin-esis"", ""core-power-tongue-of-eris""]",Ten Power names display; their effect metadata does not render in TABLE or generic ROLL.
core.sacred,core,Sacred Scrolls,35,35,d10,10,oracle:core.sacred,"[""core.sacred""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.sacred,1,VERIFIED,,10,"[""effect""]",0,[],0,False,"[""core-power-aegis-of-sorrow"", ""core-power-bestial-speech"", ""core-power-enochian-syntax"", ""core-power-false-dawn-nights-chariot"", ""core-power-grace-for-a-sinner"", ""core-power-grace-of-a-dead-saint"", ""core-power-hermetic-step"", ""core-power-roskoes-consuming-glare"", ""core-power-unmet-fate"", ""core-power-whispers-pass-the-gate""]",Ten Power names display; their effect metadata does not render in TABLE or generic ROLL.
core.traps,core,Traps and Devilry,4,4,d12,12,oracle:core.traps,"[""core.traps""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.traps,1,VERIFIED,,0,[],0,[],0,False,"[""core-traps""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
core.sparks,core,Adventure Spark,"[69, 70]",69–70,d100,50,oracle:core.sparks,"[""core.sparks""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.sparks,1,VERIFIED,,0,[],0,[],0,False,"[""core-sparks""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
core.contacts,core,Who (or What) Contacts You?,"[68, 69]",68–69,20 indexed entries; d20 selection,20,oracle:core.contacts,"[""core.contacts""]",False,True,False,False,single table,True,True,True,False,False,1,oracle:core.contacts,1,VERIFIED,20 numbered source entries; heading has no explicit die. d20 is the app selection convention and must be identified as inferred.,0,[],0,[],0,False,"[""core-contacts""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit. Automatic roll is deliberately blocked; see nonRollableReason. This alone is not a defective table.
feretory.A,feretory,The Monster Approaches — Table A,2,,d12,12,oracle:feretory.A,"[""feretory.A"", ""feretory.B"", ""feretory.C""]",False,True,True,True,all group steps,True,True,True,False,False,1,oracle:feretory.A,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:monster-approaches""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.B,feretory,The Monster Approaches — Table B,2,,d12,12,oracle:feretory.A,"[""feretory.A"", ""feretory.B"", ""feretory.C""]",True,True,True,True,all group steps,True,True,True,False,False,1,oracle:feretory.A,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:monster-approaches""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.C,feretory,The Monster Approaches — Table C,2,,d12,12,oracle:feretory.A,"[""feretory.A"", ""feretory.B"", ""feretory.C""]",True,True,True,True,all group steps,True,True,True,False,False,1,oracle:feretory.A,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:monster-approaches""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.desire,feretory,"More Than Anything, It Wants To…",3,,d20,20,oracle:feretory.desire,"[""feretory.desire""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.desire,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-desire""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.trait,feretory,Terrible Traits,3,,d20,13,oracle:feretory.trait,"[""feretory.trait""]",False,True,True,True,single table,True,True,True,False,False,2,oracle:core.traits,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-trait""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.roadType,feretory,What’s the Road Like?,7,5,d8,6,oracle:feretory.roadType,"[""feretory.roadType""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.roadType,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-roadType"", ""feretory:travel-checklist""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.roadEvent,feretory,Events by the Road. Roll Daily,7,5,d20,16,oracle:feretory.roadEvent,"[""feretory.roadEvent""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.roadEvent,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-roadEvent"", ""feretory:travel-checklist""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.village,feretory,The Village Is…,8,6,d6,6,oracle:feretory.village,"[""feretory.village""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.village,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-village""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.forage,feretory,Spending a Day Foraging,8,6,d6,5,oracle:feretory.forage,"[""feretory.forage""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.forage,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-forage""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.leaveRoad,feretory,"Leaving the Road, After Half a Day’s Journey, You Encounter…",9,7,d12,12,oracle:feretory.leaveRoad,"[""feretory.leaveRoad""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.leaveRoad,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-leaveRoad""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
feretory.campsite,feretory,Nightly Campsite Events,9,7,d12,8,oracle:feretory.campsite,"[""feretory.campsite""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:feretory.campsite,1,VERIFIED,,0,[],0,[],0,False,"[""feretory:table-campsite""]","Dream branch is materialized as its own canonical campDream table; TABLE only shows parent text. It is not a lowercase followup disclosure, and generic ROLL does not run the dream table."
core.treasures,core,Occult Treasures,3,3,d10,10,oracle:core.treasures,"[""core.treasures""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:core.treasures,1,VERIFIED,,0,[],0,[],0,False,"[""core-treasure-1"", ""core-treasure-10"", ""core-treasure-2"", ""core-treasure-3"", ""core-treasure-4"", ""core-treasure-5"", ""core-treasure-6"", ""core-treasure-7"", ""core-treasure-8"", ""core-treasure-9""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonOrigin,reclvse,Dungeon Origin,86,86,d6,6,oracle:reclvse.dungeonOrigin,"[""reclvse.dungeonOrigin""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonOrigin,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonorigin""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonPurposeThen,reclvse,Dungeon Purpose (Then),86,86,d6,6,oracle:reclvse.dungeonPurposeThen,"[""reclvse.dungeonPurposeThen""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonPurposeThen,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonpurposethen""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonPurposeNow,reclvse,Dungeon Purpose (Now),86,86,d6,6,oracle:reclvse.dungeonPurposeNow,"[""reclvse.dungeonPurposeNow""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonPurposeNow,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonpurposenow""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonTheme,reclvse,Dungeon Theme,86,86,d12,12,oracle:reclvse.dungeonTheme,"[""reclvse.dungeonTheme""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonTheme,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeontheme""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonArchitecture,reclvse,Dungeon Architecture,86,86,d12,12,oracle:reclvse.dungeonArchitecture,"[""reclvse.dungeonArchitecture""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonArchitecture,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonarchitecture""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonCondition,reclvse,Dungeon Condition,87,87,d20,20,oracle:reclvse.dungeonCondition,"[""reclvse.dungeonCondition""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonCondition,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeoncondition""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonEntrance,reclvse,Dungeon Entrance,87,87,d20,20,oracle:reclvse.dungeonEntrance,"[""reclvse.dungeonEntrance""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonEntrance,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonentrance""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonInhabitants,reclvse,Current Inhabitants,87,87,d20,20,oracle:reclvse.dungeonInhabitants,"[""reclvse.dungeonInhabitants""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonInhabitants,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeoninhabitants""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dungeonMotive,reclvse,Primary Motive Within,87,87,d12,12,oracle:reclvse.dungeonMotive,"[""reclvse.dungeonMotive""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dungeonMotive,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-dungeonmotive""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceState,reclvse,Entrance State,88,88,d12,12,oracle:reclvse.entranceState,"[""reclvse.entranceState""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceState,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancestate""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceImpression,reclvse,First Impression,88,88,d12,12,oracle:reclvse.entranceImpression,"[""reclvse.entranceImpression""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceImpression,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entranceimpression""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceHazard,reclvse,Entrance Hazard,88,88,d20,20,oracle:reclvse.entranceHazard,"[""reclvse.entranceHazard""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceHazard,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancehazard""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceSounds,reclvse,Entrance Sounds,88,88,d20,20,oracle:reclvse.entranceSounds,"[""reclvse.entranceSounds""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceSounds,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancesounds""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceSmells,reclvse,Entrance Smells,89,89,d20,20,oracle:reclvse.entranceSmells,"[""reclvse.entranceSmells""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceSmells,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancesmells""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceSigns,reclvse,Entrance Signs,89,89,d12,12,oracle:reclvse.entranceSigns,"[""reclvse.entranceSigns""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceSigns,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancesigns""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceChallenge,reclvse,Immediate Challenge,89,89,d12,12,oracle:reclvse.entranceChallenge,"[""reclvse.entranceChallenge""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceChallenge,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancechallenge""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.entranceHelp,reclvse,Possible Help,89,89,d6,6,oracle:reclvse.entranceHelp,"[""reclvse.entranceHelp""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.entranceHelp,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-entrancehelp""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.quickSizeShape,reclvse,Room Size & Shape,90,90,d6,6,oracle:reclvse.quickSizeShape,"[""reclvse.quickSizeShape""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.quickSizeShape,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-quick-room"", ""reclvse-reclvse-quicksizeshape""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.quickAtmosphere,reclvse,Atmosphere,90,90,d6,6,oracle:reclvse.quickAtmosphere,"[""reclvse.quickAtmosphere""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.quickAtmosphere,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-quick-room"", ""reclvse-reclvse-quickatmosphere""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.quickDressing,reclvse,Dressing,90,90,d6,6,oracle:reclvse.quickDressing,"[""reclvse.quickDressing""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.quickDressing,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-quick-room"", ""reclvse-reclvse-quickdressing""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.quickContents,reclvse,Contents,90,90,d6,6,oracle:reclvse.quickContents,"[""reclvse.quickContents""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.quickContents,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-quick-room"", ""reclvse-reclvse-quickcontents""]",Roll-twice instruction is visible; its recursion metadata is not an implemented automatic procedure. Child table names and IDs are a follow-through issue.
reclvse.quickExits,reclvse,Exits,90,90,d6,6,oracle:reclvse.quickExits,"[""reclvse.quickExits""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.quickExits,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-quick-room"", ""reclvse-reclvse-quickexits""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.roomSize,reclvse,Room Size,90,90,d6,6,oracle:reclvse.roomSize,"[""reclvse.roomSize""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.roomSize,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-roomsize""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.architecture,reclvse,Architecture & Structure,91,91,d20,20,oracle:reclvse.architecture,"[""reclvse.architecture""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.architecture,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-architecture""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.roomShape,reclvse,Room Shape,91,91,d12,12,oracle:reclvse.roomShape,"[""reclvse.roomShape""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.roomShape,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-roomshape""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.roomPurpose,reclvse,Room Purpose,91,91,d20,20,oracle:reclvse.roomPurpose,"[""reclvse.roomPurpose""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.roomPurpose,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-roompurpose""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.light,reclvse,Light & Visibility,91,91,d12,12,oracle:reclvse.light,"[""reclvse.light""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.light,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-light""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.air,reclvse,Air / Temperature,91,91,d12,12,oracle:reclvse.air,"[""reclvse.air""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.air,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-air""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.smells,reclvse,Room Smells,92,92,d20,20,oracle:reclvse.smells,"[""reclvse.smells""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.smells,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-smells""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.dressing,reclvse,Room Dressing,92,92,d20,20,oracle:reclvse.dressing,"[""reclvse.dressing""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.dressing,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-dressing""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.contentsCategory,reclvse,Room Contents,92,92,d4,4,oracle:reclvse.contentsCategory,"[""reclvse.contentsCategory""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.contentsCategory,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-contentscategory""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.sounds,reclvse,Room Sounds,92,92,d20,20,oracle:reclvse.sounds,"[""reclvse.sounds""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.sounds,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-full-room"", ""reclvse-reclvse-sounds""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.roomEncounter,reclvse,10C. Encounter,93,93,d20,20,oracle:reclvse.roomEncounter,"[""reclvse.roomEncounter""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.roomEncounter,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-roomencounter""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
reclvse.roomDiscovery,reclvse,10A. Discovery,93,93,d20,20,oracle:reclvse.roomDiscovery,"[""reclvse.roomDiscovery""]",False,True,True,True,single table,True,True,True,False,False,1,oracle:reclvse.roomDiscovery,1,VERIFIED,,0,[],0,[],0,False,"[""reclvse-reclvse-roomdiscovery""]",Entry fragments are readable. Any metadata listed as a candidate is not automatically a missing rule; source completeness remains in the linked book audit.
